<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2015.07.07	2083.5	2086.3	2043.5	2079.0	812	0	0
2015.07.08	2058.8	2071.5	2043.8	2050.6	473	0	0
2015.07.09	2060.6	2075.4	2045.4	2068.2	525	0	0
2015.07.10	2072.5	2081.5	2066.2	2076.9	263	0	0
2015.07.13	2061.7	2101.3	2059.5	2100.1	453	0	0
2015.07.14	2099.3	2112.1	2097.3	2107.3	217	0	0
2015.07.15	2111.3	2114.9	2101.9	2113.9	235	0	0
2015.07.16	2116.9	2124.9	2116.2	2123.9	105	0	0
2015.07.17	2124.4	2126.6	2119.4	2125.8	131	0	0
2015.07.20	2124.6	2132.9	2123.3	2127.4	165	0	0
2015.07.21	2130.2	2131.7	2113.6	2113.6	197	0	0
2015.07.22	2112.6	2117.7	2109.1	2116.1	138	0	0
2015.07.23	2120.1	2120.1	2098.3	2107.5	311	0	0
2015.07.24	2106.3	2110.8	2076.8	2084.9	467	0	0
2015.07.27	2085.1	2085.5	2063.5	2072.5	315	0	0
2015.07.28	2081.3	2095.8	2068.5	2095.2	408	0	0
2015.07.29	2097.2	2110.8	2093.0	2104.4	285	0	0
2015.07.30	2106.4	2111.0	2094.4	2108.8	309	0	0
2015.07.31	2110.5	2116.0	2102.1	2107.4	248	0	0
2015.08.03	2105.6	2108.9	2086.8	2097.3	360	0	0
2015.08.04	2096.6	2102.8	2088.3	2090.2	227	0	0
2015.08.05	2094.0	2112.6	2092.2	2098.8	361	0	0
